,subject,relation,object,subject_type,object_type
3808,student,scored,97.8%,NOUN_CHUNK,PERCENT
3809,Anushka Panda,speak,different languages,PERSON,NOUN_CHUNK
3810,officials,demolished,stay order,NOUN_CHUNK,NOUN_CHUNK
3811,Haryana government,issued,notification,NOUN_CHUNK,NOUN_CHUNK
3812,Huda,conducted,draw,ORG,NOUN_CHUNK
3813,Huda,gave,possession,PERSON,NOUN_CHUNK
3814,HC HC,upheld,demand,PRODUCT,NOUN_CHUNK
3815,Chief minister Manohar Lal Khattar,ordered,vigilance inquiry,PERSON,NOUN_CHUNK
3816,GURUGRAM,bagged,ranks,ORG,NOUN_CHUNK
3817,Prakhar Mittal,scored,positional grade,ORG,NOUN_CHUNK
3818,Prachi,attend,private tuitions,PERSON,NOUN_CHUNK
3819,centre,held across,400 students,NOUN_CHUNK,NOUN_CHUNK
3820,Gurugram schools,reported,100 % pass results,NOUN_CHUNK,NOUN_CHUNK
3821,Aakarshi Agarwal,bagged,position,NOUN_CHUNK,NOUN_CHUNK
3822,Aditya Gaur,topped,Ajanta Public School,PERSON,ORG
3823,deputy commissioner Vinay Pratap Singh,put on,stay,PERSON,NOUN_CHUNK
3824,team members,suffered,minor injuries,NOUN_CHUNK,NOUN_CHUNK
3825,family,rented out,2nd floor,NOUN_CHUNK,NOUN_CHUNK
3826,wife presence,saved,wife,NOUN_CHUNK,NOUN_CHUNK
3827,economic offence wing,investigating,case,NOUN_CHUNK,NOUN_CHUNK
3828,Justice Sonam Phintso Wangdi,joined,National Green Tribunal,PERSON,ORG
3829,Gurugram sessions court,issued,stay,NOUN_CHUNK,NOUN_CHUNK
3830,not MCG,filed,appeal,ORG,NOUN_CHUNK
3831,One of 322 affected entities,moved,Gurugram sessions court,CARDINAL,NOUN_CHUNK
3832,Gurugram sessions court,transferred,case,NOUN_CHUNK,NOUN_CHUNK
3833,Kangchenjunga,straddles,Nepal,PERSON,GPE
3834,Karnataka HC,got,judges,ORG,NOUN_CHUNK
3835,The Supreme Court,has,seven vacancies,ORG,NOUN_CHUNK
3836,SC collegium,considering,names,ORG,NOUN_CHUNK
3837,New cops,join,city police stations,NOUN_CHUNK,NOUN_CHUNK
3838,400 new traffic cops,joining,force,NOUN_CHUNK,NOUN_CHUNK
3839,new policemen,strengthened after,city police,NOUN_CHUNK,NOUN_CHUNK
3840,namaz row,reignited,questions,NOUN_CHUNK,NOUN_CHUNK
3841,area,has,sizeable population,NOUN_CHUNK,NOUN_CHUNK
3842,Gurugram police,accepted,regular checks,NOUN_CHUNK,NOUN_CHUNK
3843,Bihar State Mineral Development Corporation Ltd. Harjot Kaur Bamhrah,replace,Arya,PERSON,PERSON
3844,Bindhyeshwari,take,place,NOUN_CHUNK,NOUN_CHUNK
3845,complainant,described,bike,NOUN_CHUNK,NOUN_CHUNK
3846,actress,carving,niche,NOUN_CHUNK,NOUN_CHUNK
3847,students,bagged,second ranks,NOUN_CHUNK,NOUN_CHUNK
3848,Sector 44,got,second rank,ORG,NOUN_CHUNK
3849,Anchit Jain,scored,100 in all the four subjects- English,PERSON,CARDINAL
3850,Gokulnath,scored,100 in maths,ORG,CARDINAL
3851,Snigdha Basu,got,100 in maths,PERSON,CARDINAL
3852,free time love,Ayush in,books,NOUN_CHUNK,NOUN_CHUNK
3853,Ranbir Tomar,told,TOI,PERSON,PERSON
3854,Sanya father,visited,country leading ophthalmologists,NOUN_CHUNK,NOUN_CHUNK
3855,Sanya Gandhi,scored,99 marks,PERSON,MONEY
3856,Ghaziabad girl,tops,CBSE Class 10 exam,NOUN_CHUNK,NOUN_CHUNK
3857,Sanya father,visited,country leading ophthalmologists,NOUN_CHUNK,NOUN_CHUNK
3858,Sanya Gandhi,scored,99 marks,PERSON,MONEY
3859,Ghaziabad girl,tops,CBSE Class 10 exam,NOUN_CHUNK,NOUN_CHUNK
3860,BJP,drawn to,seats,ORG,NOUN_CHUNK
3861,Gujarat riots,took,place,NOUN_CHUNK,NOUN_CHUNK
3862,Class X board exams,bring,cheers,NOUN_CHUNK,NOUN_CHUNK
3863,girl,got,451 marks,NOUN_CHUNK,MONEY
3864,mother,taken,biology,NOUN_CHUNK,NOUN_CHUNK
3865,Jaripatka police,registered,case,NOUN_CHUNK,NOUN_CHUNK
3866,TDP government,’s,opposition heat,NOUN_CHUNK,NOUN_CHUNK
3867,AK Singh,blamed,underground cable fault,PERSON,NOUN_CHUNK
3868,Somansa,identified,treatment,NOUN_CHUNK,NOUN_CHUNK
3869,Manish Saxena,riding,Bajaj Pulsar bike,PERSON,NOUN_CHUNK
3870,Lotus Panache,has,30 towers,ORG,NOUN_CHUNK
3871,Indonesia,sought,support,GPE,NOUN_CHUNK
3872,Indonesia,seek,commitment,GPE,NOUN_CHUNK
3873,President Joko 'Jokowi' Widodo,turned,campaign,PERSON,NOUN_CHUNK
3874,Indonesia,needs,votes,GPE,NOUN_CHUNK
3875,Indonesia,facilitate,India's Act,GPE,LAW
3876,Indonesia,sees,Indonesia,GPE,GPE
3877,sister,scored,97.20%,NOUN_CHUNK,PERCENT
3878,Sweta,have,high fever,PERSON,NOUN_CHUNK
3879,Sweta,understand,speech,NORP,NOUN_CHUNK
3880,incident,took,place,NOUN_CHUNK,NOUN_CHUNK
3881,mother,cleared,exam,NOUN_CHUNK,NOUN_CHUNK
3882,two jointly,run,cement business,CARDINAL,NOUN_CHUNK
3883,neighbours,doused,flames,NOUN_CHUNK,NOUN_CHUNK
3884,Kedia,had,presence,PERSON,NOUN_CHUNK
3885,91-year old woman,sustained,severe injuries,NOUN_CHUNK,NOUN_CHUNK
3886,team,informed,private hospital,NOUN_CHUNK,NOUN_CHUNK
3887,91-year old woman,vomiting,blood,NOUN_CHUNK,NOUN_CHUNK
3888,Mulund,scored,75%,ORG,PERCENT
3889,incident,took,place,NOUN_CHUNK,NOUN_CHUNK
3890,road transport ministry,write,letters,NOUN_CHUNK,NOUN_CHUNK
3891,hospital administration,sent,similar message,NOUN_CHUNK,NOUN_CHUNK
3892,Rajkumar Gupta,wrapped up,Rajkumar Gupta,PERSON,PERSON
3893,The state social justice department,proposed,subsidy hike,ORG,NOUN_CHUNK
3894,The state social justice department,sanctioned,payment,ORG,NOUN_CHUNK
3895,The state social justice department,made,provision,ORG,NOUN_CHUNK
3896,Siddhi,scored,95.6%,PERSON,PERCENT
3897,Siddhi,scored,97%,PERSON,PERCENT
3898,Investigators,found,Investigators,NOUN_CHUNK,NOUN_CHUNK
3899,BJP president Amit Shah,handed,booklets,PERSON,NOUN_CHUNK
3900,"4,000 BJP members",call on,1lakh opinion makers,NOUN_CHUNK,NOUN_CHUNK
3901,Class XII,missed,500 by a single mark,NOUN_CHUNK,CARDINAL
3902,total,shared,second rank,NOUN_CHUNK,NOUN_CHUNK
3903,city schools,saw,dip,NOUN_CHUNK,NOUN_CHUNK
3904,Walkeshwar,saw,spike,GPE,NOUN_CHUNK
3905,DAV schools,seen,higher number,NOUN_CHUNK,NOUN_CHUNK
3906,Mulund,pulled down,scores,GPE,NOUN_CHUNK
3907,total,crossed,90 % mark,NOUN_CHUNK,NOUN_CHUNK
3908,Principal Seema Maindiratta,reasoned,blip,PERSON,NOUN_CHUNK
3909,Thiruvananthapuram,has,best result,ORG,NOUN_CHUNK
3910,India international schools,have,teacher strength,NOUN_CHUNK,NOUN_CHUNK
3911,Jet Airways aircraft,suffered,lightning strike,NOUN_CHUNK,NOUN_CHUNK
3912,aviation weather report,showed,thunderstorm,NOUN_CHUNK,NOUN_CHUNK
3913,pointsman,learnt,authorities,NOUN_CHUNK,NOUN_CHUNK
3914,Railway authorities,found,broken half feet rim,NOUN_CHUNK,NOUN_CHUNK
3915,One of the passengers,pulled,chain,CARDINAL,NOUN_CHUNK
3916,RPF staffers,realize,problem,NOUN_CHUNK,NOUN_CHUNK
3917,passengers,asked,passengers,NOUN_CHUNK,NOUN_CHUNK
3918,The state Anti-Terrorism Squad,filed,"5,876-page charge sheet",ORG,NOUN_CHUNK
3919,Venugopal,infiltrated,labour unions,ORG,NOUN_CHUNK
3920,traditional board exam format,put,end,NOUN_CHUNK,NOUN_CHUNK
3921,landscape,results,extremely tough competition,NOUN_CHUNK,NOUN_CHUNK
3922,Aashna Chopra,shared,spot,PERSON,NOUN_CHUNK
3923,Mihika Dhok,courtesy,strong score,PERSON,NOUN_CHUNK
3924,spot,saw,strong fight,NOUN_CHUNK,NOUN_CHUNK
3925,Sejal Vairagade,scored,98.2%,PERSON,PERCENT
3926,Malad tailor son,topped,arts stream,NOUN_CHUNK,NOUN_CHUNK
3927,Malad tailor son,runs,tailoring shop,NOUN_CHUNK,NOUN_CHUNK
3928,second list,contains,engineering colleges,NOUN_CHUNK,NOUN_CHUNK
3929,students,Even the list of,engineering colleges,NOUN_CHUNK,NOUN_CHUNK
3930,Branches,found,Branches,NOUN_CHUNK,NOUN_CHUNK
3931,government,mushroomed in,scholarships,NOUN_CHUNK,NOUN_CHUNK
3932,Hemlata,approached,the Government Railway Police,PERSON,ORG
3933,Security guards,alerted,fire department,NOUN_CHUNK,NOUN_CHUNK
3934,Union government,declared,Chandrapur Mul Gadchiroli road,NOUN_CHUNK,NOUN_CHUNK
3935,senior political leaders,expressed,grave doubts,NOUN_CHUNK,NOUN_CHUNK
3936,NCP state unit president Jayant Patil,filed,complaints,PERSON,NOUN_CHUNK
3937,NCP state unit president Jayant Patil,cited,permission,PERSON,NOUN_CHUNK
3938,"at least 45,000",estimated,chance,CARDINAL,NOUN_CHUNK
3939,general body,take,final decision,NOUN_CHUNK,NOUN_CHUNK
3940,services,incurred,loss,NOUN_CHUNK,NOUN_CHUNK
3941,ki,wo,nahi thi,PERSON,PERSON
3942,body,bore,wounds,NOUN_CHUNK,NOUN_CHUNK
3943,.Shankar,found,.Shankar body,CARDINAL,NOUN_CHUNK
3944,staff,found,body,NOUN_CHUNK,NOUN_CHUNK
3945,Harish Tatad,boarded,long distance train,PERSON,NOUN_CHUNK
3946,patient,developed,large 22 cm lump,NOUN_CHUNK,NOUN_CHUNK
3947,Dr Sweety Pasari,provided,anaesthesia,PERSON,NOUN_CHUNK
3948,sister,assisted,doctors,NOUN_CHUNK,NOUN_CHUNK
3949,Patel,told,TOI,PERSON,PERSON
3950,Indian companies,conduct,research,NOUN_CHUNK,NOUN_CHUNK
3951,workshop,discussed,the Act,NOUN_CHUNK,LAW
3952,the Election Commission,shifted,Gondia collector,ORG,NOUN_CHUNK
3953,.Government,meant for,compensation,DATE,NOUN_CHUNK
3954,senior official,defended,Kale,NOUN_CHUNK,PERSON
3955,finance minister,announced,decision,NOUN_CHUNK,NOUN_CHUNK
3956,students,unfurled,flag,NOUN_CHUNK,NOUN_CHUNK
3957,Prime Minister Narendra Modi,lauded,feat,PERSON,NOUN_CHUNK
3958,senior BJP leader,backed,chief minister Devendra Fadnavis,NOUN_CHUNK,PERSON
3959,country,has,bullet train,NOUN_CHUNK,NOUN_CHUNK
3960,zonal officer Manohar Kanade,lodged,police complaint,PERSON,NOUN_CHUNK
3961,vacation bench,told,woman,NOUN_CHUNK,NOUN_CHUNK
3962,NGO,raised,Rs 21 lakh,NOUN_CHUNK,FAC
3963,Micro entrepreneurship,solve,problems,NOUN_CHUNK,NOUN_CHUNK
3964,team,targeting,rural Bihar,NOUN_CHUNK,GPE
3965,world leading diamond mining company,shocked,Indian diamond industry,NOUN_CHUNK,NOUN_CHUNK
3966,costly natural diamonds,lost,appeal,NOUN_CHUNK,NOUN_CHUNK
3967,Beers,invested,total,ORG,NOUN_CHUNK
3968,Surtis,know,art,GPE,NOUN_CHUNK
3969,Kailash Satyarthi,accepted,trophy award money,PERSON,NOUN_CHUNK
3970,Kailash Satyarthi,announced,donation,PERSON,NOUN_CHUNK
3971,Police,found,presence,NOUN_CHUNK,NOUN_CHUNK
3972,Goswami,took,Goswami,PERSON,PERSON
3973,Goswami,dumped,body,PERSON,NOUN_CHUNK
3974,ICICI Bank board,appointed,M D Mallya,NOUN_CHUNK,PERSON
3975,chairman,started,chairman,NOUN_CHUNK,NOUN_CHUNK
3976,chairman,represented,banking industry,NOUN_CHUNK,NOUN_CHUNK
3977,officers,asked,tourists,NOUN_CHUNK,NOUN_CHUNK
3978,Vaja,had,altercation,PERSON,NOUN_CHUNK
3979,Police,detained,Vaja,NOUN_CHUNK,PERSON
3980,Revenues,went up,y o y,NOUN_CHUNK,NOUN_CHUNK
3981,Q4,saw,23 % y o y increase,NOUN_CHUNK,NOUN_CHUNK
3982,Mining,showing,signs,NOUN_CHUNK,NOUN_CHUNK
3983,Mining,recommended,final dividend,NOUN_CHUNK,NOUN_CHUNK
3984,dozen men,injured,persons,NOUN_CHUNK,NOUN_CHUNK
3985,accused,fired,rounds,NOUN_CHUNK,NOUN_CHUNK
3986,persons,attacked,duo,NOUN_CHUNK,NOUN_CHUNK
3987,.Police have,booked,six,CARDINAL,CARDINAL
3988,Ooty,take,finite number,GPE,NOUN_CHUNK
3989,startup,has,600 sellers,NOUN_CHUNK,NOUN_CHUNK
3990,- learning service providers,see,25%-30 % increase,NOUN_CHUNK,NOUN_CHUNK
3991,Udacity,offers,e - learning course,ORG,NOUN_CHUNK
3992,youth father,received,ransom,NOUN_CHUNK,NOUN_CHUNK
3993,Anwar,received,ransom,PERSON,NOUN_CHUNK
3994,Bombay high court,sent,dispute,NOUN_CHUNK,NOUN_CHUNK
3995,SGX,continue with,shares,ORG,NOUN_CHUNK
3996,dispute,have,business relation,NOUN_CHUNK,NOUN_CHUNK
3997,proposed Nifty based product,uses,Nifty 50 index,NOUN_CHUNK,NOUN_CHUNK
3998,IISL,terminated,IISL existing licence contract,ORG,NOUN_CHUNK
3999,SGX,announced,launch,ORG,NOUN_CHUNK
4000,Noble laureate Kailash Satyarthi,mooted,idea,PERSON,NOUN_CHUNK
4001,President Ram Nath Kovind,awarded,degrees,PERSON,NOUN_CHUNK
4002,153 meritorious students,received,153 meritorious students medals,NOUN_CHUNK,NOUN_CHUNK
4003,President Ram Nath Kovind,awarded,PhD degrees,PERSON,NOUN_CHUNK
4004,President Ram Nath Kovind,described,thinker poet Narmad literature,PERSON,NOUN_CHUNK
4005,Educational institutions,inculcate,concept,NOUN_CHUNK,NOUN_CHUNK
4006,Market research firm Nielsen,forecast,high single digit growth rate,ORG,NOUN_CHUNK
4007,board,announced,dividend,NOUN_CHUNK,NOUN_CHUNK
4008,Gas leak,created,panic,NOUN_CHUNK,NOUN_CHUNK
4009,Automatic sensors,sensed,minor gas leak,NOUN_CHUNK,NOUN_CHUNK
4010,wind,brought,leaked gas,NOUN_CHUNK,NOUN_CHUNK
4011,TDI Dahej plant,claimed,lives,NOUN_CHUNK,NOUN_CHUNK
4012,electric trolleys,ferry,luggage,NOUN_CHUNK,NOUN_CHUNK
4013,the Indian Railways,revoke,Indian Railways decision,ORG,NOUN_CHUNK
4014,Dalit woman,had,injury marks,NOUN_CHUNK,NOUN_CHUNK
4015,parents,fail,children,NOUN_CHUNK,NOUN_CHUNK
4016,Indian society,has,antibiotic relationship,NOUN_CHUNK,NOUN_CHUNK
4017,24-year old MSc gold medalist,got,special mention,NOUN_CHUNK,NOUN_CHUNK
4018,24-year old MSc gold medalist,got,gold medals,NOUN_CHUNK,NOUN_CHUNK
4019,'Raazi,earned,Rs 104 crore,PERSON,ORG
4020,anti - extortion unit,handed,anti - extortion unit,NOUN_CHUNK,NOUN_CHUNK
4021,Jalan,conduct,Sharma transactions,ORG,NOUN_CHUNK
4022,city schools,recorded,cent percent results,NOUN_CHUNK,NOUN_CHUNK
4023,Sterlite,move,court,PERSON,NOUN_CHUNK
4024,the same Tamils,reposed,faith,NORP,NOUN_CHUNK
4025,emotional Vaiko,let down,politician,GPE,NOUN_CHUNK
4026,cops,stumped,truck,NOUN_CHUNK,NOUN_CHUNK
4027,cops,seized,"1,200 beer cans",NOUN_CHUNK,NOUN_CHUNK
4028,Panchmahal police,seized,liquor stock,NOUN_CHUNK,NOUN_CHUNK
4029,Parts,face,cut,NOUN_CHUNK,NOUN_CHUNK
4030,seven students,bagged,A1 grade,NOUN_CHUNK,NOUN_CHUNK
4031,Chaddha,topped,D R Amin Memorial School,ORG,NOUN_CHUNK
4032,74 students,secured,more than 85%,NOUN_CHUNK,PERCENT
4033,206 students,cleared,206 students,NOUN_CHUNK,NOUN_CHUNK
4034,total,secured,class,NOUN_CHUNK,NOUN_CHUNK
4035,student,topped,Gujarat Public School,NOUN_CHUNK,ORG
4036,64 students,cleared,64 students exams,NOUN_CHUNK,NOUN_CHUNK
4037,40 students,cleared,40 students,NOUN_CHUNK,NOUN_CHUNK
4038,NEW DELHI police,filed,FIR,NOUN_CHUNK,NOUN_CHUNK
4039,Meena,scripted,film,PERSON,NOUN_CHUNK
4040,scheme,added,lives,NOUN_CHUNK,NOUN_CHUNK
4041,management,postponed,board meeting,NOUN_CHUNK,NOUN_CHUNK
4042,Manpasand Beverages,informed,the Bombay Stock Exchange,ORG,ORG
4043,firm,earned,net profit,NOUN_CHUNK,NOUN_CHUNK
4044,company,established in,fruit juices,NOUN_CHUNK,NOUN_CHUNK
4045,drunk man,stabbed,drunk man wife,NOUN_CHUNK,NOUN_CHUNK
4046,Ramesh,rushed to,surgery,PERSON,NOUN_CHUNK
4047,police,register,case,NOUN_CHUNK,NOUN_CHUNK
4048,family members,donated,15-year old girl eyes,NOUN_CHUNK,NOUN_CHUNK
4049,joint venture,blamed for,tender conditions,NOUN_CHUNK,NOUN_CHUNK
4050,issue,took,ugly turn,NOUN_CHUNK,NOUN_CHUNK
4051,duo,left,Mali,NOUN_CHUNK,PERSON
4052,teams,checked,hotels,NOUN_CHUNK,NOUN_CHUNK
4053,teams,checked,breakfast,NOUN_CHUNK,NOUN_CHUNK
4054,teams,collected,samples,NOUN_CHUNK,NOUN_CHUNK
4055,teams,destroyed,215kg,NOUN_CHUNK,QUANTITY
4056,hotels,included,Gaurav Hotel Pvt Ltd,NOUN_CHUNK,ORG
4057,investigating agency,started,probe,NOUN_CHUNK,NOUN_CHUNK
4058,Bitconnect,has,Bitconnect registered office,GPE,NOUN_CHUNK
4059,Bitconnect firm,has,Bitconnect firm presence,NOUN_CHUNK,NOUN_CHUNK
4060,Bitconnect firm,suspected to,Ponzi scheme,NOUN_CHUNK,NOUN_CHUNK
4061,investment,get,person,NOUN_CHUNK,NOUN_CHUNK
4062,person,had,lock period,NOUN_CHUNK,NOUN_CHUNK
4063,job,involved,annual remuneration,NOUN_CHUNK,NOUN_CHUNK
4064,Investigators,have,13-month old son,NOUN_CHUNK,NOUN_CHUNK
4065,Raj,was in,residence,PERSON,NOUN_CHUNK
4066,124,appeared for,90%,CARDINAL,PERCENT
4067,Heet Shah,secured,position,PERSON,NOUN_CHUNK
4068,Aditi Vasa,secured,second position,PERSON,NOUN_CHUNK
4069,Students,taken,class X exam,NOUN_CHUNK,NOUN_CHUNK
4070,students,fought,odds,NOUN_CHUNK,NOUN_CHUNK
4071,Two of Seven children with special needs,scored,cent,CARDINAL,NOUN_CHUNK
4072,Gujarat FDCA officials,found,huge stock,NOUN_CHUNK,NOUN_CHUNK
4073,Bank officers,sought,wage revision,NOUN_CHUNK,NOUN_CHUNK
4074,"50,000 bank employees",join,day strike,NOUN_CHUNK,NOUN_CHUNK
4075,Bank employees,holding,rally,NOUN_CHUNK,NOUN_CHUNK
4076,Nyati,gave,details,PERSON,NOUN_CHUNK
4077,Manufacturers,paying,IGST,NOUN_CHUNK,ORG
4078,farmers,have,reason,NOUN_CHUNK,NOUN_CHUNK
4079,Wholesale potato prices,range from,22 a kilogram,NOUN_CHUNK,QUANTITY
4080,Uttar Pradesh,registered,fall,GPE,NOUN_CHUNK
4081,farmers,reduced,acreage,NOUN_CHUNK,NOUN_CHUNK
4082,the UGC,receiving,complaints,ORG,NOUN_CHUNK
4083,"4,305 journals",include,Pathology and Laboratory Medicine,NOUN_CHUNK,ORG
4084,standing committee,cited,non - availability,NOUN_CHUNK,NOUN_CHUNK
4085,Power demand,reached,"16,810MW at 3pm on Tuesday",NOUN_CHUNK,CARDINAL
4086,power,crossed,"3,000MW in Gujarat for the last two days",NOUN_CHUNK,CARDINAL
4087,Gujarat,procured,16.5 million units,GPE,NOUN_CHUNK
4088,Greater wind power generation,reduced,power,NOUN_CHUNK,NOUN_CHUNK
4089,Virji Thummar,requested,Paresh Dhanani,PERSON,PERSON
4090,families,got,justice,NOUN_CHUNK,NOUN_CHUNK
4091,Karnataka chief minister HD Kumaraswamy,took,oath,PERSON,NOUN_CHUNK
4092,eunuchs,left,bonnets,NOUN_CHUNK,NOUN_CHUNK
4093,demand police,register,case,NOUN_CHUNK,NOUN_CHUNK
4094,Bangladesh,deny,presence,GPE,NOUN_CHUNK
4095,India,pushed,1985,GPE,DATE
4096,Farmers,sowing,crops,ORG,NOUN_CHUNK
4097,Yaraganahalli,has,population,ORG,NOUN_CHUNK
4098,Birla High School director Mukta Nain,voiced,similar opinion,PERSON,NOUN_CHUNK
4099,trainee pilots,took,selfies,NOUN_CHUNK,NOUN_CHUNK
4100,Teacher Payel Ganguly,had,similar experience,PERSON,NOUN_CHUNK
4101,SBI,has,"3,800 ATMs",ORG,NOUN_CHUNK
4102,agencies,Bengal Provincial Bank Employees Association,idea,NOUN_CHUNK,NOUN_CHUNK
4103,government,take,action,NOUN_CHUNK,NOUN_CHUNK
4104,students,declared on,positions,NOUN_CHUNK,NOUN_CHUNK
4105,Abhinna Agarwal,taking,coaching,PERSON,NOUN_CHUNK
4106,father,pursuing,civil engineering,NOUN_CHUNK,NOUN_CHUNK
4107,Rahul Jassal,dedicated,Rahul Jassal success,PERSON,NOUN_CHUNK
4108,villagers,found,ditch,NOUN_CHUNK,NOUN_CHUNK
4109,iron rod,pierced,Park Circus resident forehead,NOUN_CHUNK,NOUN_CHUNK
4110,Tarique,lost,lot,PERSON,NOUN_CHUNK
4111,college,helped,college,NOUN_CHUNK,NOUN_CHUNK
4112,high courts,frame,necessary rules,NOUN_CHUNK,NOUN_CHUNK
4113,HC deputy registrar,informed,Sarangi,NOUN_CHUNK,ORG
4114,wedding,take,place,NOUN_CHUNK,NOUN_CHUNK
4115,ENGAGEMENT HOME,kept,celebrations,NOUN_CHUNK,NOUN_CHUNK
4116,dapper groom,complemented,dapper groom lady love,NOUN_CHUNK,NOUN_CHUNK
4117,wedding,take,place,NOUN_CHUNK,NOUN_CHUNK
4118,groom,kept,celebrations,NOUN_CHUNK,NOUN_CHUNK
4119,dapper groom,complemented,dapper groom lady love,NOUN_CHUNK,NOUN_CHUNK
4120,CHANDIGARH,scored,pass percentage,ORG,NOUN_CHUNK
4121,Jammu,topped,list,GPE,NOUN_CHUNK
4122,Girls,outshone,boys,NOUN_CHUNK,NOUN_CHUNK
4123,policeman,are,blind eye,NOUN_CHUNK,NOUN_CHUNK
4124,corporates,adopt,lear ning,NOUN_CHUNK,NOUN_CHUNK
4125,-learning service providers,see,25 30 % increase,NOUN_CHUNK,NOUN_CHUNK
4126,Udacity,offers,course,ORG,NOUN_CHUNK
4127,KOLKATA,receive,thundershower,ORG,NOUN_CHUNK
4128,northeastern states,receive,monsoon,NOUN_CHUNK,NOUN_CHUNK
4129,south Bengal districts,receiving,thundershowers,NOUN_CHUNK,NOUN_CHUNK
4130,Advertising bill boards,put on,best boards,NOUN_CHUNK,NOUN_CHUNK
4131,Garbage,lying in,Amartaru society,NOUN_CHUNK,NOUN_CHUNK
4132,The State Level Single Window Clearance Committee,requires,statutory clearances,ORG,NOUN_CHUNK
4133,Zilla Panchayat president Chaitra Shirur,inaugurated,Akshara Bandi programme,PERSON,NOUN_CHUNK
4134,Affluent parents,admitting,Affluent parents,NOUN_CHUNK,NOUN_CHUNK
4135,quality,instill,confidence,NOUN_CHUNK,NOUN_CHUNK
4136,.Amajority of the schools in PUNE,registered,100 % results,CARDINAL,NOUN_CHUNK
4137,Kirkee,emerged,topper,ORG,NOUN_CHUNK
4138,Manali Malavade,topped,the Global Indian International School,PERSON,ORG
4139,Rahatni,topped,the Global Indian International School,ORG,ORG
4140,City Pride School,had,City Pride School,ORG,ORG
4141,Pragna Mamidipaka,topped,City Pride School,PERSON,ORG
4142,Vineet Jain,emerged,school topper,PERSON,NOUN_CHUNK
4143,Mohammed Adnan Parkar,emerged,school topper,PERSON,NOUN_CHUNK
4144,Anshula Mulkalwar,secured,97.4%,PERSON,PERCENT
4145,authorities,ignoring,issue,NOUN_CHUNK,NOUN_CHUNK
4146,Teenagers,used to,buddies,NOUN_CHUNK,NOUN_CHUNK
4147,group,thrashed,60-year old man,NOUN_CHUNK,NOUN_CHUNK
4148,the BMC,call,trimming,ORG,NOUN_CHUNK
4149,Rajasthan,reported,highest number,GPE,NOUN_CHUNK
4150,CBI,mentioned,Nalini,ORG,PRODUCT
4151,the Central Board of Indirect Taxes and Customs,cleared,refunds,ORG,NOUN_CHUNK
4152,Banerjee,lose,sight,ORG,NOUN_CHUNK
4153,leaders,closed,bandh,NOUN_CHUNK,NOUN_CHUNK
4154,woman,levelled,allegations,NOUN_CHUNK,NOUN_CHUNK
4155,HCS officer Reagan Kumar,called,complainant,PERSON,NOUN_CHUNK
4156,HCS officer Reagan Kumar,called,HCS officer Reagan Kumar family members,PERSON,NOUN_CHUNK
4157,small housing society,need,water tanker,NOUN_CHUNK,NOUN_CHUNK
4158,small association,end up,spending,NOUN_CHUNK,NOUN_CHUNK
4159,entire area,faces,frequent long power cuts,NOUN_CHUNK,NOUN_CHUNK
4160,Residents,told,TOI,NOUN_CHUNK,PERSON
4161,Sector-10 RWA,raised,issue,ORG,NOUN_CHUNK
4162,force,arrested,31 Goans,NOUN_CHUNK,NOUN_CHUNK
4163,Goa police,registered,400 % increase,NOUN_CHUNK,NOUN_CHUNK
4164,police,seized,wide variety,NOUN_CHUNK,NOUN_CHUNK
4165,"26,670",secured over,90,CARDINAL,NOUN_CHUNK
4166,cabinet formation,take,place,NOUN_CHUNK,NOUN_CHUNK
4167,66th city civil court,granted,bail,NOUN_CHUNK,NOUN_CHUNK
4168,survivor,has,younger sister,NOUN_CHUNK,NOUN_CHUNK
4169,family,lodged,complaint,NOUN_CHUNK,NOUN_CHUNK
4170,quartet,questioned to,links,NOUN_CHUNK,NOUN_CHUNK
4171,Manohar Degvekar,alias,Manoj,PERSON,PERSON
4172,Police,analysed,company bank account,NOUN_CHUNK,NOUN_CHUNK
4173,Police,seized,₹2.5 lakh cash,NOUN_CHUNK,NOUN_CHUNK
4174,Town Hospital,treated,120 employees,ORG,NOUN_CHUNK
4175,the company’ve,sent,water samples,ORG,NOUN_CHUNK
4176,officer,suspected,officer,NOUN_CHUNK,NOUN_CHUNK
4177,Sahni,carried,operations,PERSON,NOUN_CHUNK
4178,driver cum gunner,shot,driver cum gunner,NOUN_CHUNK,NOUN_CHUNK
4179,Actor turned politician Rajinikanth,taken,anti - Karnataka stand,NOUN_CHUNK,NOUN_CHUNK
4180,southwest monsoon,reached,Goa,NOUN_CHUNK,GPE
4181,wheeler riders,comprise,50%,NOUN_CHUNK,PERCENT
4182,people,lose,helmets,NOUN_CHUNK,NOUN_CHUNK
4183,citizens,flashed on,track,NOUN_CHUNK,NOUN_CHUNK
4184,applicants,have,easier access,NOUN_CHUNK,NOUN_CHUNK
4185,students,bagged,coveted centums,NOUN_CHUNK,NOUN_CHUNK
4186,students,scored,centums,NOUN_CHUNK,NOUN_CHUNK
4187,Students,bagged,14 centums,NOUN_CHUNK,NOUN_CHUNK
4188,students,scored,more centums,NOUN_CHUNK,GPE
4189,mob,attacked,group,NOUN_CHUNK,NOUN_CHUNK
4190,LMC,provided,25 bicycles,ORG,NOUN_CHUNK
4191,rider,drop,bicycles,NOUN_CHUNK,NOUN_CHUNK
